,Disease,Disease Type,Year,Week,Current Year,Previous Year,Median Previous 5 Years,Cumulative Current Year,Cumulative Previous Year,Cumulative Median Previous 5 Years
1272,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,34,1,1,1,87,32,38
1273,Rubella,AIR/DROPLET-BORNE DISEASES,2023,34,0,0,0,0,0,0
1274,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,34,0,0,0,0,0,0
1275,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,34,0,0,0,1,0,0
1276,Acute Hepatitis B,OTHER DISEASES,2023,34,1,0,1,23,21,26
1277,Acute Hepatitis C,OTHER DISEASES,2023,34,1,1,0,12,12,11
1278,Botulism,OTHER DISEASES,2023,34,0,0,0,0,0,0
1279,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,35,3,0,0,30,14,14
1280,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,35,0,0,0,40,22,30
1281,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,35,11,2,9,287,463,332
1282,Cholera,FOOD/WATER-BORNE DISEASES,2023,35,0,0,0,0,7,2
1283,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,35,0,0,0,8,6,9
1284,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,35,0,0,0,0,0,0
1285,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,35,20,39,27,868,947,1061
1286,Typhoid,FOOD/WATER-BORNE DISEASES,2023,35,0,3,1,45,56,28
1287,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,35,2,0,0,8,14,10
1288,Dengue Fever,VECTOR-BORNE DISEASES,2023,35,214,577,412,6164,26060,11088
1289,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,35,0,4,1,4,37,37
1290,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,35,0,0,0,0,0,5
1291,Leptospirosis,VECTOR-BORNE DISEASES,2023,35,2,3,0,44,36,22
1292,Malaria,VECTOR-BORNE DISEASES,2023,35,2,0,0,15,10,12
1293,Murine Typhus,VECTOR-BORNE DISEASES,2023,35,0,0,0,8,7,5
1294,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,35,0,0,0,0,0,0
1295,Plague,VECTOR-BORNE DISEASES,2023,35,0,0,0,0,0,0
1296,Yellow Fever,VECTOR-BORNE DISEASES,2023,35,0,0,0,0,0,0
1297,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,35,0,0,0,24,1,1
1298,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1299,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1300,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1301,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,1,1
1302,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,35,0,1,1,13,15,13
1303,Measles,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,6,2,10
1304,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,35,0,1,1,24,19,22
1305,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,3,2,5
1306,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1307,"#Mpox",AIR/DROPLET-BORNE DISEASES,2023,35,0,0,,7,16,
1308,Mumps,AIR/DROPLET-BORNE DISEASES,2023,35,4,3,4,115,108,194
1309,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,13,0,11
1310,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,35,3,1,1,90,33,38
1311,Rubella,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1312,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,0,0,0
1313,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,35,0,0,0,1,0,0
1314,Acute Hepatitis B,OTHER DISEASES,2023,35,1,1,0,24,22,28
1315,Acute Hepatitis C,OTHER DISEASES,2023,35,0,0,0,12,12,11
1316,Botulism,OTHER DISEASES,2023,35,0,0,0,0,0,0
1317,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,36,3,0,1,33,14,14
1318,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,36,0,2,2,40,24,32
1319,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,36,7,3,6,294,466,338
1320,Cholera,FOOD/WATER-BORNE DISEASES,2023,36,0,0,0,0,7,2
1321,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,36,0,1,0,8,7,9
1322,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,36,0,0,0,0,0,0
1323,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,36,28,24,36,896,971,1105
1324,Typhoid,FOOD/WATER-BORNE DISEASES,2023,36,1,3,2,46,59,30
1325,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,36,0,1,1,8,15,11
1326,Dengue Fever,VECTOR-BORNE DISEASES,2023,36,261,569,326,6424,26629,11414
1327,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,36,0,1,1,4,38,38
1328,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,36,0,0,0,0,0,5
1329,Leptospirosis,VECTOR-BORNE DISEASES,2023,36,4,0,0,48,36,22
1330,Malaria,VECTOR-BORNE DISEASES,2023,36,0,0,0,15,10,13
1331,Murine Typhus,VECTOR-BORNE DISEASES,2023,36,0,0,0,8,7,5
1332,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,36,0,0,0,0,0,0
1333,Plague,VECTOR-BORNE DISEASES,2023,36,0,0,0,0,0,0
1334,Yellow Fever,VECTOR-BORNE DISEASES,2023,36,0,0,0,0,0,0
1335,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,36,0,0,0,24,1,1
1336,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1337,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1338,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1339,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,1,1
1340,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,13,15,14
1341,Measles,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,6,2,10
1342,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,36,3,2,1,27,21,22
1343,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,3,2,5
1344,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1345,"#Mpox",AIR/DROPLET-BORNE DISEASES,2023,36,1,3,,8,19,
1346,Mumps,AIR/DROPLET-BORNE DISEASES,2023,36,2,5,4,117,113,197
1347,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,13,0,11
1348,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,36,1,2,2,91,35,39
1349,Rubella,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1350,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,0,0,0
1351,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,36,0,0,0,1,0,0
1352,Acute Hepatitis B,OTHER DISEASES,2023,36,0,0,0,24,22,29
1353,Acute Hepatitis C,OTHER DISEASES,2023,36,0,1,0,12,13,11
1354,Botulism,OTHER DISEASES,2023,36,0,0,0,0,0,0
1355,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,37,0,0,0,33,14,14
1356,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,37,1,0,2,41,24,35
1357,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,37,12,4,10,306,470,346
1358,Cholera,FOOD/WATER-BORNE DISEASES,2023,37,0,0,0,0,7,2
1359,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,37,0,0,0,8,7,9
1360,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,37,0,0,0,0,0,0
1361,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,37,24,18,29,920,989,1134
1362,Typhoid,FOOD/WATER-BORNE DISEASES,2023,37,1,1,0,47,60,30
1363,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,37,0,1,1,8,16,12
1364,Dengue Fever,VECTOR-BORNE DISEASES,2023,37,330,544,314,6754,27173,11728
1365,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,37,0,0,0,4,38,38
1366,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,37,0,0,0,0,0,6
1367,Leptospirosis,VECTOR-BORNE DISEASES,2023,37,0,0,0,48,36,22
1368,Malaria,VECTOR-BORNE DISEASES,2023,37,1,1,0,16,11,13
1369,Murine Typhus,VECTOR-BORNE DISEASES,2023,37,0,0,0,8,7,6
1370,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,37,0,0,0,0,0,0
1371,Plague,VECTOR-BORNE DISEASES,2023,37,0,0,0,0,0,0
1372,Yellow Fever,VECTOR-BORNE DISEASES,2023,37,0,0,0,0,0,0
1373,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,37,2,0,0,26,1,1
1374,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1375,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1376,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1377,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,1,1
1378,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,37,0,2,1,13,17,14
1379,Measles,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,6,2,10
1380,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,37,1,1,0,28,22,22
1381,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,3,2,5
1382,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1383,"#Mpox",AIR/DROPLET-BORNE DISEASES,2023,37,2,0,,10,19,
1384,Mumps,AIR/DROPLET-BORNE DISEASES,2023,37,4,3,7,121,116,203
1385,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,13,0,11
1386,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,37,2,1,2,93,36,39
1387,Rubella,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1388,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,0,0,0
1389,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,37,0,0,0,1,0,0
1390,Acute Hepatitis B,OTHER DISEASES,2023,37,0,0,0,24,22,29
1391,Acute Hepatitis C,OTHER DISEASES,2023,37,0,1,0,12,14,11
1392,Botulism,OTHER DISEASES,2023,37,0,0,0,0,0,0
1393,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,38,1,0,1,34,14,14
1394,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,38,0,0,1,41,24,36
1395,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,38,13,3,9,318,473,355
1396,Cholera,FOOD/WATER-BORNE DISEASES,2023,38,0,0,0,0,7,2
1397,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,38,0,0,0,8,7,9
1398,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,38,0,0,0,0,0,0
1399,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,38,24,19,28,944,1008,1153
1400,Typhoid,FOOD/WATER-BORNE DISEASES,2023,38,0,1,0,47,61,30
1401,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,38,0,1,0,8,17,12
1402,Dengue Fever,VECTOR-BORNE DISEASES,2023,38,303,472,299,7057,27645,12027
1403,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,38,0,0,0,4,38,38
1404,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,38,0,0,0,0,0,6
1405,Leptospirosis,VECTOR-BORNE DISEASES,2023,38,0,0,0,48,36,22
1406,Malaria,VECTOR-BORNE DISEASES,2023,38,0,0,0,16,11,13
1407,Murine Typhus,VECTOR-BORNE DISEASES,2023,38,0,0,0,8,7,6
1408,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,38,0,0,0,0,0,0
1409,Plague,VECTOR-BORNE DISEASES,2023,38,0,0,0,0,0,0
1410,Yellow Fever,VECTOR-BORNE DISEASES,2023,38,0,0,0,0,0,0
1411,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,38,0,0,0,26,1,1
1412,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1413,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1414,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1415,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,1,1
1416,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,38,0,1,0,13,18,14
1417,Measles,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,6,2,10
1418,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,28,22,22
1419,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,3,2,6
1420,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1421,"#Mpox",AIR/DROPLET-BORNE DISEASES,2023,38,2,0,,12,19,
1422,Mumps,AIR/DROPLET-BORNE DISEASES,2023,38,4,7,7,125,123,208
1423,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,13,0,11
1424,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,38,5,2,1,98,38,39
1425,Rubella,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1426,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,0,0,0
1427,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,38,0,0,0,1,0,0
1428,Acute Hepatitis B,OTHER DISEASES,2023,38,1,2,1,25,24,29
1429,Acute Hepatitis C,OTHER DISEASES,2023,38,1,0,0,13,14,12
1430,Botulism,OTHER DISEASES,2023,38,0,0,0,0,0,0
1431,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,39,0,0,1,34,14,14
1432,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,39,0,2,1,41,26,37
1433,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,39,11,8,8,328,481,361
1434,Cholera,FOOD/WATER-BORNE DISEASES,2023,39,0,0,0,0,7,2
1435,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,39,0,0,0,8,7,9
1436,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,39,0,0,0,0,0,0
1437,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,39,24,25,26,964,1033,1179
1438,Typhoid,FOOD/WATER-BORNE DISEASES,2023,39,0,0,1,47,61,31
1439,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,39,0,1,0,8,18,12
1440,Dengue Fever,VECTOR-BORNE DISEASES,2023,39,342,426,258,7398,28071,12285
1441,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,39,2,0,0,6,38,38
1442,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,39,0,0,0,0,0,7
1443,Leptospirosis,VECTOR-BORNE DISEASES,2023,39,0,0,0,48,36,22
1444,Malaria,VECTOR-BORNE DISEASES,2023,39,1,0,0,17,11,13
1445,Murine Typhus,VECTOR-BORNE DISEASES,2023,39,0,0,0,8,7,7
1446,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,39,0,0,0,0,0,0
1447,Plague,VECTOR-BORNE DISEASES,2023,39,0,0,0,0,0,0
1448,Yellow Fever,VECTOR-BORNE DISEASES,2023,39,0,0,0,0,0,0
1449,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,39,0,0,0,26,1,1
1450,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1451,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1452,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1453,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,1,1
1454,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,39,0,2,1,13,20,16
1455,Measles,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,6,2,10
1456,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,39,1,0,0,29,22,23
1457,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,3,2,6
1458,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1459,"#Mpox",AIR/DROPLET-BORNE DISEASES,2023,39,0,0,,12,19,
1460,Mumps,AIR/DROPLET-BORNE DISEASES,2023,39,5,5,5,130,128,210
1461,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,13,0,11
1462,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,39,4,0,1,102,38,39
1463,Rubella,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1464,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,0,0,0
1465,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,39,0,0,0,1,0,0
1466,Acute Hepatitis B,OTHER DISEASES,2023,39,1,1,1,26,25,30
1467,Acute Hepatitis C,OTHER DISEASES,2023,39,0,0,0,12,14,13
1468,Botulism,OTHER DISEASES,2023,39,0,0,0,0,0,0
1469,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,40,0,0,0,34,14,14
1470,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,40,0,0,0,41,26,37
1471,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,40,6,6,8,334,487,367
1472,Cholera,FOOD/WATER-BORNE DISEASES,2023,40,0,0,0,0,7,2
1473,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,40,0,0,0,8,7,9
1474,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,40,0,0,0,0,0,0
1475,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,40,19,27,31,983,1060,1213
1476,Typhoid,FOOD/WATER-BORNE DISEASES,2023,40,2,0,0,49,61,31
1477,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,40,1,1,0,9,19,12
1478,Dengue Fever,VECTOR-BORNE DISEASES,2023,40,267,397,243,7664,28468,12528
1479,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,40,1,0,0,7,38,38
1480,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,40,0,0,0,0,0,7
1481,Leptospirosis,VECTOR-BORNE DISEASES,2023,40,2,1,1,50,37,23
1482,Malaria,VECTOR-BORNE DISEASES,2023,40,1,0,0,18,11,13
1483,Murine Typhus,VECTOR-BORNE DISEASES,2023,40,4,0,0,12,7,7
1484,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,40,0,0,0,0,0,0
1485,Plague,VECTOR-BORNE DISEASES,2023,40,0,0,0,0,0,0
1486,Yellow Fever,VECTOR-BORNE DISEASES,2023,40,0,0,0,0,0,0
1487,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,40,0,0,0,26,1,1
1488,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1489,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1490,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1491,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,40,0,1,0,0,2,2
1492,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,13,20,16
1493,Measles,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,6,2,10
1494,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,40,1,0,0,30,22,25
1495,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,3,2,6
1496,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1497,#Mpox,AIR/DROPLET-BORNE DISEASES,2023,40,2,0,,14,19,
1498,Mumps,AIR/DROPLET-BORNE DISEASES,2023,40,3,4,5,133,132,215
1499,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,40,1,0,0,14,0,11
1500,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,40,5,1,2,107,39,39
1501,Rubella,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1502,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,0,0,0
1503,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,40,0,0,0,1,0,0
1504,Acute Hepatitis B,OTHER DISEASES,2023,40,1,0,1,27,25,31
1505,Acute Hepatitis C,OTHER DISEASES,2023,40,1,1,0,13,15,13
1506,Botulism,OTHER DISEASES,2023,40,0,0,0,0,0,0
1507,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,41,2,0,0,36,14,14
1508,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,41,1,1,1,42,27,39
1509,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,41,8,6,8,342,493,375
1510,Cholera,FOOD/WATER-BORNE DISEASES,2023,41,0,0,0,0,7,2
1511,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,41,0,0,0,8,7,9
1512,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,41,0,0,0,0,0,0
1513,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,41,25,26,30,1008,1029,1243
1514,Typhoid,FOOD/WATER-BORNE DISEASES,2023,41,2,0,0,51,61,33
1515,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,41,0,1,0,9,20,12
1516,Dengue Fever,VECTOR-BORNE DISEASES,2023,41,215,376,227,7878,28844,12755
1517,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,41,0,0,0,7,38,38
1518,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,41,0,0,0,0,0,7
1519,Leptospirosis,VECTOR-BORNE DISEASES,2023,41,1,0,0,51,37,23
1520,Malaria,VECTOR-BORNE DISEASES,2023,41,1,0,0,19,11,13
1521,Murine Typhus,VECTOR-BORNE DISEASES,2023,41,2,0,0,14,7,7
1522,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,41,0,0,0,0,0,0
1523,Plague,VECTOR-BORNE DISEASES,2023,41,0,0,0,0,0,0
1524,Yellow Fever,VECTOR-BORNE DISEASES,2023,41,0,0,0,0,0,0
1525,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,41,0,0,0,26,1,1
1526,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1527,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1528,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1529,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,2,2
1530,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,41,0,2,0,13,22,16
1531,Measles,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,6,2,10
1532,Melioidosis,AIR/DROPLET-BORNE DISEASES,2023,41,2,0,1,32,22,26
1533,Meningococcal Disease,AIR/DROPLET-BORNE DISEASES,2023,41,0,1,0,3,3,6
1534,Middle East Respiratory Syndrome^,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1535,Mpox#,AIR/DROPLET-BORNE DISEASES,2023,41,2,0,,16,19,
1536,Mumps,AIR/DROPLET-BORNE DISEASES,2023,41,3,3,6,136,135,222
1537,Pertussis,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,14,0,11
1538,Pneumococcal Disease (Invasive),AIR/DROPLET-BORNE DISEASES,2023,41,3,2,2,110,41,41
1539,Rubella,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1540,Severe Acute Respiratory Syndrome,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,0,0,0
1541,Tetanus,AIR/DROPLET-BORNE DISEASES,2023,41,0,0,0,1,0,0
1542,Acute Hepatitis B,OTHER DISEASES,2023,41,0,0,0,27,25,31
1543,Acute Hepatitis C,OTHER DISEASES,2023,41,1,1,0,14,16,13
1544,Botulism,OTHER DISEASES,2023,41,0,0,0,0,0,0
1545,Acute Hepatitis A,FOOD/WATER-BORNE DISEASES,2023,42,1,2,0,37,16,16
1546,Acute Hepatitis E,FOOD/WATER-BORNE DISEASES,2023,42,0,1,0,42,28,39
1547,Campylobacteriosis,FOOD/WATER-BORNE DISEASES,2023,42,6,5,10,348,498,389
1548,Cholera,FOOD/WATER-BORNE DISEASES,2023,42,0,0,0,0,7,2
1549,Paratyphoid,FOOD/WATER-BORNE DISEASES,2023,42,0,0,0,8,7,9
1550,Poliomyelitis,FOOD/WATER-BORNE DISEASES,2023,42,0,0,0,0,0,0
1551,Salmonellosis,FOOD/WATER-BORNE DISEASES,2023,42,23,19,23,1031,1048,1266
1552,Typhoid,FOOD/WATER-BORNE DISEASES,2023,42,0,0,0,51,61,35
1553,Chikungunya Fever,VECTOR-BORNE DISEASES,2023,42,0,0,0,9,20,12
1554,Dengue Fever,VECTOR-BORNE DISEASES,2023,42,209,373,239,8087,29217,12994
1555,Dengue Haemorrhagic Fever,VECTOR-BORNE DISEASES,2023,42,1,0,0,8,38,38
1556,Japanese Encephalitis,VECTOR-BORNE DISEASES,2023,42,0,0,0,0,0,7
1557,Leptospirosis,VECTOR-BORNE DISEASES,2023,42,1,1,1,52,38,24
1558,Malaria,VECTOR-BORNE DISEASES,2023,42,1,0,0,20,11,13
1559,Murine Typhus,VECTOR-BORNE DISEASES,2023,42,0,0,0,14,7,7
1560,Nipah Virus Infection,VECTOR-BORNE DISEASES,2023,42,0,0,0,0,0,0
1561,Plague,VECTOR-BORNE DISEASES,2023,42,0,0,0,0,0,0
1562,Yellow Fever,VECTOR-BORNE DISEASES,2023,42,0,0,0,0,0,0
1563,Zika Virus Infection,VECTOR-BORNE DISEASES,2023,42,0,0,0,26,1,1
1564,Avian Influenza,AIR/DROPLET-BORNE DISEASES,2023,42,0,0,0,0,0,0
1565,Diphtheria,AIR/DROPLET-BORNE DISEASES,2023,42,0,0,0,0,0,0
1566,Ebola Virus Disease,AIR/DROPLET-BORNE DISEASES,2023,42,0,0,0,0,0,0
1567,Haemophilus influenzae  type b,AIR/DROPLET-BORNE DISEASES,2023,42,0,0,0,0,2,2
1568,Legionellosis,AIR/DROPLET-BORNE DISEASES,2023,42,0,2,0,13,24,16
